sent_id,item_id,verb,sentence_type,attachment,plurality,sentence,critical_token,critical_prob,logprob
144,36,greet,nonIC,low,sg,Charlotte greeted the patients of the therapist who was, was,-1.9370489120483398,"[('Charlotte', -10.6317720413208), (' greeted', -12.658129692077637), (' the', -2.234175682067871), (' patients', -8.20994758605957), (' of', -3.0858309268951416), (' the', -1.2225031852722168), (' therapist', -11.5693941116333), (' who', -3.371429443359375), (' was', -1.9370489120483398)]"
145,37,detest,IC,high,pl,Evelyn detests the supporters of the candidate who have, have,-5.184866428375244,"[('E', -6.430418014526367), ('vel', -5.679359436035156), ('yn', -0.16498610377311707), (' det', -13.045760154724121), ('ests', -2.6510472297668457), (' the', -1.8762184381484985), (' supporters', -13.109434127807617), (' of', -0.40231555700302124), (' the', -1.1735180616378784), (' candidate', -6.255651473999023), (' who', -1.8283532857894897), (' have', -5.184866428375244)]"
146,37,work,nonIC,high,pl,Evelyn works with the supporters of the candidate who have, have,-3.736339807510376,"[('E', -6.430418014526367), ('vel', -5.679359436035156), ('yn', -0.16498610377311707), (' works', -7.503757476806641), (' with', -1.7208911180496216), (' the', -2.3478589057922363), (' supporters', -11.391522407531738), (' of', -0.7405880689620972), (' the', -1.2714309692382812), (' candidate', -10.599796295166016), (' who', -2.5989530086517334), (' have', -3.736339807510376)]"
147,37,detest,IC,low,sg,Evelyn detests the supporters of the candidate who has, has,-2.7458224296569824,"[('E', -6.430418014526367), ('vel', -5.679359436035156), ('yn', -0.16498610377311707), (' det', -13.045760154724121), ('ests', -2.6510472297668457), (' the', -1.8762184381484985), (' supporters', -13.109434127807617), (' of', -0.40231555700302124), (' the', -1.1735180616378784), (' candidate', -6.255651473999023), (' who', -1.8283532857894897), (' has', -2.7458224296569824)]"
148,37,work,nonIC,low,sg,Evelyn works with the supporters of the candidate who has, has,-2.281494379043579,"[('E', -6.430418014526367), ('vel', -5.679359436035156), ('yn', -0.16498610377311707), (' works', -7.503757476806641), (' with', -1.7208911180496216), (' the', -2.3478589057922363), (' supporters', -11.391522407531738), (' of', -0.7405880689620972), (' the', -1.2714309692382812), (' candidate', -10.599796295166016), (' who', -2.5989530086517334), (' has', -2.281494379043579)]"
149,38,comfort,IC,high,pl,Ken comforted the children of the actress who were, were,-5.831783294677734,"[('Ken', -9.41762924194336), (' comfort', -17.59925079345703), ('ed', -1.004683017730713), (' the', -2.902733325958252), (' children', -3.7802698612213135), (' of', -2.8374173641204834), (' the', -1.3912042379379272), (' actress', -10.34878921508789), (' who', -2.3486547470092773), (' were', -5.831783294677734)]"
150,38,babysit,nonIC,high,pl,Ken babysat the children of the actress who were, were,-7.584911823272705,"[('Ken', -9.41762924194336), (' babys', -17.890443801879883), ('at', -0.7503935694694519), (' the', -3.051720142364502), (' children', -3.3836774826049805), (' of', -1.4184573888778687), (' the', -2.1605238914489746), (' actress', -7.3027849197387695), (' who', -3.0617899894714355), (' were', -7.584911823272705)]"
151,38,comfort,IC,low,sg,Ken comforted the children of the actress who was, was,-2.695209503173828,"[('Ken', -9.41762924194336), (' comfort', -17.59925079345703), ('ed', -1.004683017730713), (' the', -2.902733325958252), (' children', -3.7802698612213135), (' of', -2.8374173641204834), (' the', -1.3912042379379272), (' actress', -10.34878921508789), (' who', -2.3486547470092773), (' was', -2.695209503173828)]"
152,38,babysit,nonIC,low,sg,Ken babysat the children of the actress who was, was,-2.6979317665100098,"[('Ken', -9.41762924194336), (' babys', -17.890443801879883), ('at', -0.7503935694694519), (' the', -3.051720142364502), (' children', -3.3836774826049805), (' of', -1.4184573888778687), (' the', -2.1605238914489746), (' actress', -7.3027849197387695), (' who', -3.0617899894714355), (' was', -2.6979317665100098)]"
153,39,congratulate,IC,high,pl,Henry congratulated the architects of the homeowner who were, were,-4.576409816741943,"[('Henry', -9.828121185302734), (' congrat', -12.07769775390625), ('ulated', -2.177717924118042), (' the', -1.99759840965271), (' architects', -8.382136344909668), (' of', -1.575923204421997), (' the', -0.4760291278362274), (' homeowner', -14.618066787719727), (' who', -4.304863929748535), (' were', -4.576409816741943)]"
154,39,count,nonIC,high,pl,Henry counted the architects of the homeowner who were, were,-2.9275529384613037,"[('Henry', -9.828121185302734), (' counted', -12.198163986206055), (' the', -1.4061003923416138), (' architects', -13.272846221923828), (' of', -2.5174124240875244), (' the', -0.687847375869751), (' homeowner', -14.516640663146973), (' who', -4.29674768447876), (' were', -2.9275529384613037)]"
155,39,congratulate,IC,low,sg,Henry congratulated the architects of the homeowner who was, was,-3.280923366546631,"[('Henry', -9.828121185302734), (' congrat', -12.07769775390625), ('ulated', -2.177717924118042), (' the', -1.99759840965271), (' architects', -8.382136344909668), (' of', -1.575923204421997), (' the', -0.4760291278362274), (' homeowner', -14.618066787719727), (' who', -4.304863929748535), (' was', -3.280923366546631)]"
156,39,count,nonIC,low,sg,Henry counted the architects of the homeowner who was, was,-3.089982748031616,"[('Henry', -9.828121185302734), (' counted', -12.198163986206055), (' the', -1.4061003923416138), (' architects', -13.272846221923828), (' of', -2.5174124240875244), (' the', -0.687847375869751), (' homeowner', -14.516640663146973), (' who', -4.29674768447876), (' was', -3.089982748031616)]"
157,40,mock,IC,high,pl,Olivia mocked the apprentices of the carpenter who were, were,-2.721743106842041,"[('Ol', -9.765575408935547), ('ivia', -1.4875872135162354), (' mocked', -15.31368637084961), (' the', -2.697307586669922), (' apprentices', -12.55020523071289), (' of', -4.95209264755249), (' the', -1.2328649759292603), (' carp', -8.758651733398438), ('enter', -0.6882340908050537), (' who', -3.8595142364501953), (' were', -2.721743106842041)]"
158,40,talk,nonIC,high,pl,Olivia talked to the apprentices of the carpenter who were, were,-3.0939550399780273,"[('Ol', -9.765575408935547), ('ivia', -1.4875872135162354), (' talked', -10.821154594421387), (' to', -1.3123704195022583), (' the', -2.3734378814697266), (' apprentices', -11.976823806762695), (' of', -4.06214714050293), (' the', -1.0047800540924072), (' carp', -7.223495006561279), ('enter', -1.9530972242355347), (' who', -5.828404903411865), (' were', -3.0939550399780273)]"
159,40,mock,IC,low,sg,Olivia mocked the apprentices of the carpenter who was, was,-2.456840991973877,"[('Ol', -9.765575408935547), ('ivia', -1.4875872135162354), (' mocked', -15.31368637084961), (' the', -2.697307586669922), (' apprentices', -12.55020523071289), (' of', -4.95209264755249), (' the', -1.2328649759292603), (' carp', -8.758651733398438), ('enter', -0.6882340908050537), (' who', -3.8595142364501953), (' was', -2.456840991973877)]"
160,40,talk,nonIC,low,sg,Olivia talked to the apprentices of the carpenter who was, was,-2.20908260345459,"[('Ol', -9.765575408935547), ('ivia', -1.4875872135162354), (' talked', -10.821154594421387), (' to', -1.3123704195022583), (' the', -2.3734378814697266), (' apprentices', -11.976823806762695), (' of', -4.06214714050293), (' the', -1.0047800540924072), (' carp', -7.223495006561279), ('enter', -1.9530972242355347), (' who', -5.828404903411865), (' was', -2.20908260345459)]"
161,41,scold,IC,high,pl,Ashley scolded the children of the historian who were, were,-3.9082508087158203,"[('Ash', -9.41744613647461), ('ley', -1.2515417337417603), (' sc', -11.309770584106445), ('old', -4.616883754730225), ('ed', -0.1275535374879837), (' the', -2.8268074989318848), (' children', -4.13973331451416), (' of', -4.699002742767334), (' the', -1.4709932804107666), (' historian', -12.730179786682129), (' who', -3.1341934204101562), (' were', -3.9082508087158203)]"
162,41,babysit,nonIC,high,pl,Ashley studied with the children of the historian who were, were,-4.6484375,"[('Ash', -9.41744613647461), ('ley', -1.2515417337417603), (' studied', -9.385835647583008), (' with', -3.772494316101074), (' the', -2.522634267807007), (' children', -7.947334289550781), (' of', -1.5702565908432007), (' the', -1.7508257627487183), (' historian', -11.678946495056152), (' who', -5.465503692626953), (' were', -4.6484375)]"
163,41,scold,IC,low,sg,Ashley scolded the children of the historian who was, was,-2.2054901123046875,"[('Ash', -9.41744613647461), ('ley', -1.2515417337417603), (' sc', -11.309770584106445), ('old', -4.616883754730225), ('ed', -0.1275535374879837), (' the', -2.8268074989318848), (' children', -4.13973331451416), (' of', -4.699002742767334), (' the', -1.4709932804107666), (' historian', -12.730179786682129), (' who', -3.1341934204101562), (' was', -2.2054901123046875)]"
164,41,babysit,nonIC,low,sg,Ashley studied with the children of the historian who was, was,-2.7064125537872314,"[('Ash', -9.41744613647461), ('ley', -1.2515417337417603), (' studied', -9.385835647583008), (' with', -3.772494316101074), (' the', -2.522634267807007), (' children', -7.947334289550781), (' of', -1.5702565908432007), (' the', -1.7508257627487183), (' historian', -11.678946495056152), (' who', -5.465503692626953), (' was', -2.7064125537872314)]"
165,42,stare,IC,high,pl,Daniel stared at the clients of the designer who were, were,-3.209916114807129,"[('Daniel', -9.369900703430176), (' stared', -12.128149032592773), (' at', -0.5599982738494873), (' the', -0.38293880224227905), (' clients', -12.259281158447266), (' of', -3.86472749710083), (' the', -1.1207075119018555), (' designer', -9.168967247009277), (' who', -3.1268012523651123), (' were', -3.209916114807129)]"
166,42,count,nonIC,high,pl,Daniel counted the clients of the designer who were, were,-2.9843459129333496,"[('Daniel', -9.369900703430176), (' counted', -13.819673538208008), (' the', -0.924772322177887), (' clients', -12.69436264038086), (' of', -2.2872750759124756), (' the', -1.480268955230713), (' designer', -11.153387069702148), (' who', -3.2563095092773438), (' were', -2.9843459129333496)]"
167,42,stare,IC,low,sg,Daniel stared at the clients of the designer who was, was,-1.5979604721069336,"[('Daniel', -9.369900703430176), (' stared', -12.128149032592773), (' at', -0.5599982738494873), (' the', -0.38293880224227905), (' clients', -12.259281158447266), (' of', -3.86472749710083), (' the', -1.1207075119018555), (' designer', -9.168967247009277), (' who', -3.1268012523651123), (' was', -1.5979604721069336)]"
168,42,count,nonIC,low,sg,Daniel counted the clients of the designer who was, was,-3.385352611541748,"[('Daniel', -9.369900703430176), (' counted', -13.819673538208008), (' the', -0.924772322177887), (' clients', -12.69436264038086), (' of', -2.2872750759124756), (' the', -1.480268955230713), (' designer', -11.153387069702148), (' who', -3.2563095092773438), (' was', -3.385352611541748)]"
169,43,assist,IC,high,pl,Megan assisted the photographers of the bride who were, were,-2.3082826137542725,"[('M', -5.837952136993408), ('egan', -5.105833053588867), (' assisted', -14.009485244750977), (' the', -2.975937843322754), (' photographers', -10.360757827758789), (' of', -2.9277663230895996), (' the', -1.4570685625076294), (' bride', -8.319967269897461), (' who', -6.0277509689331055), (' were', -2.3082826137542725)]"
170,43,joke,nonIC,high,pl,Megan joked with the photographers of the bride who were, were,-2.606921672821045,"[('M', -5.837952136993408), ('egan', -5.105833053588867), (' joked', -13.498294830322266), (' with', -2.6136980056762695), (' the', -2.584947109222412), (' photographers', -6.502226829528809), (' of', -5.51377534866333), (' the', -1.5704421997070312), (' bride', -5.889503479003906), (' who', -4.514313697814941), (' were', -2.606921672821045)]"
171,43,assist,IC,low,sg,Megan assisted the photographers of the bride who was, was,-1.5960156917572021,"[('M', -5.837952136993408), ('egan', -5.105833053588867), (' assisted', -14.009485244750977), (' the', -2.975937843322754), (' photographers', -10.360757827758789), (' of', -2.9277663230895996), (' the', -1.4570685625076294), (' bride', -8.319967269897461), (' who', -6.0277509689331055), (' was', -1.5960156917572021)]"
172,43,joke,nonIC,low,sg,Megan joked with the photographers of the bride who was, was,-1.7639575004577637,"[('M', -5.837952136993408), ('egan', -5.105833053588867), (' joked', -13.498294830322266), (' with', -2.6136980056762695), (' the', -2.584947109222412), (' photographers', -6.502226829528809), (' of', -5.51377534866333), (' the', -1.5704421997070312), (' bride', -5.889503479003906), (' who', -4.514313697814941), (' was', -1.7639575004577637)]"
173,44,trust,IC,high,pl,Lucas trusted the instructors of the pilot who were, were,-3.0887675285339355,"[('Luc', -9.80702018737793), ('as', -1.7186628580093384), (' trusted', -15.708135604858398), (' the', -2.1597938537597656), (' instructors', -9.135658264160156), (' of', -3.070873260498047), (' the', -1.0130542516708374), (' pilot', -7.623498439788818), (' who', -7.34195613861084), (' were', -3.0887675285339355)]"
174,44,wait,nonIC,high,pl,Lucas waited with the instructors of the pilot who were, were,-2.2840209007263184,"[('Luc', -9.80702018737793), ('as', -1.7186628580093384), (' waited', -12.947389602661133), (' with', -4.160325527191162), (' the', -2.027777910232544), (' instructors', -10.64011001586914), (' of', -4.061165809631348), (' the', -0.5314489603042603), (' pilot', -7.317745685577393), (' who', -5.537492752075195), (' were', -2.2840209007263184)]"
175,44,trust,IC,low,sg,Lucas trusted the instructors of the pilot who was, was,-2.3970999717712402,"[('Luc', -9.80702018737793), ('as', -1.7186628580093384), (' trusted', -15.708135604858398), (' the', -2.1597938537597656), (' instructors', -9.135658264160156), (' of', -3.070873260498047), (' the', -1.0130542516708374), (' pilot', -7.623498439788818), (' who', -7.34195613861084), (' was', -2.3970999717712402)]"
176,44,wait,nonIC,low,sg,Lucas waited with the instructors of the pilot who was, was,-1.9075713157653809,"[('Luc', -9.80702018737793), ('as', -1.7186628580093384), (' waited', -12.947389602661133), (' with', -4.160325527191162), (' the', -2.027777910232544), (' instructors', -10.64011001586914), (' of', -4.061165809631348), (' the', -0.5314489603042603), (' pilot', -7.317745685577393), (' who', -5.537492752075195), (' was', -1.9075713157653809)]"
177,45,correct,IC,high,pl,Michelle corrected the advisers of the officer who were, were,-4.907809734344482,"[('Michelle', -10.331727027893066), (' corrected', -15.037263870239258), (' the', -1.8235466480255127), (' advisers', -14.967256546020508), (' of', -3.3850159645080566), (' the', -0.8589850068092346), (' officer', -10.351713180541992), (' who', -2.594496488571167), (' were', -4.907809734344482)]"
178,45,stand,nonIC,high,pl,Michelle stood near the advisers of the officer who were, were,-5.483453273773193,"[('Michelle', -10.331727027893066), (' stood', -11.105737686157227), (' near', -5.174495697021484), (' the', -0.23346011340618134), (' advisers', -16.46660614013672), (' of', -3.3323004245758057), (' the', -0.6289969086647034), (' officer', -9.305987358093262), (' who', -2.3679122924804688), (' were', -5.483453273773193)]"
179,45,correct,IC,low,sg,Michelle corrected the advisers of the officer who was, was,-1.8108974695205688,"[('Michelle', -10.331727027893066), (' corrected', -15.037263870239258), (' the', -1.8235466480255127), (' advisers', -14.967256546020508), (' of', -3.3850159645080566), (' the', -0.8589850068092346), (' officer', -10.351713180541992), (' who', -2.594496488571167), (' was', -1.8108974695205688)]"
180,45,stand,nonIC,low,sg,Michelle stood near the advisers of the officer who was, was,-1.3894151449203491,"[('Michelle', -10.331727027893066), (' stood', -11.105737686157227), (' near', -5.174495697021484), (' the', -0.23346011340618134), (' advisers', -16.46660614013672), (' of', -3.3323004245758057), (' the', -0.6289969086647034), (' officer', -9.305987358093262), (' who', -2.3679122924804688), (' was', -1.3894151449203491)]"
181,46,comfort,IC,high,pl,Oliver comforted the advisees of the specialist who were, were,-3.1809520721435547,"[('Ol', -9.765575408935547), ('iver', -1.2247278690338135), (' comfort', -14.655024528503418), ('ed', -1.075668215751648), (' the', -2.8108139038085938), (' advise', -14.513758659362793), ('es', -1.6127758026123047), (' of', -2.87247896194458), (' the', -1.0308585166931152), (' specialist', -9.739389419555664), (' who', -3.499497413635254), (' were', -3.1809520721435547)]"
182,46,gossip,nonIC,high,pl,Oliver gossiped with the advisees of the specialist who were, were,-2.6858725547790527,"[('Ol', -9.765575408935547), ('iver', -1.2247278690338135), (' g', -10.31936264038086), ('oss', -5.072500228881836), ('iped', -9.523316383361816), (' with', -1.8868377208709717), (' the', -2.539442777633667), (' advise', -14.571484565734863), ('es', -1.9489610195159912), (' of', -2.2902865409851074), (' the', -1.3530235290527344), (' specialist', -8.996522903442383), (' who', -3.313854217529297), (' were', -2.6858725547790527)]"
183,46,comfort,IC,low,sg,Oliver comforted the advisees of the specialist who was, was,-2.3422698974609375,"[('Ol', -9.765575408935547), ('iver', -1.2247278690338135), (' comfort', -14.655024528503418), ('ed', -1.075668215751648), (' the', -2.8108139038085938), (' advise', -14.513758659362793), ('es', -1.6127758026123047), (' of', -2.87247896194458), (' the', -1.0308585166931152), (' specialist', -9.739389419555664), (' who', -3.499497413635254), (' was', -2.3422698974609375)]"
184,46,gossip,nonIC,low,sg,Oliver gossiped with the advisees of the specialist who was, was,-2.0375418663024902,"[('Ol', -9.765575408935547), ('iver', -1.2247278690338135), (' g', -10.31936264038086), ('oss', -5.072500228881836), ('iped', -9.523316383361816), (' with', -1.8868377208709717), (' the', -2.539442777633667), (' advise', -14.571484565734863), ('es', -1.9489610195159912), (' of', -2.2902865409851074), (' the', -1.3530235290527344), (' specialist', -8.996522903442383), (' who', -3.313854217529297), (' was', -2.0375418663024902)]"
185,47,envy,IC,high,pl,Rebecca envies the contractors of the homeowner who have, have,-3.86928653717041,"[('Re', -7.09687614440918), ('becca', -3.739222526550293), (' env', -15.832513809204102), ('ies', -0.7461242079734802), (' the', -1.6425005197525024), (' contractors', -12.987625122070312), (' of', -4.1755852699279785), (' the', -1.3318467140197754), (' homeowner', -10.279237747192383), (' who', -1.8574085235595703), (' have', -3.86928653717041)]"
186,47,recognize,nonIC,high,pl,Rebecca recognizes the contractors of the homeowner who have, have,-4.045993328094482,"[('Re', -7.09687614440918), ('becca', -3.739222526550293), (' recognizes', -12.15163803100586), (' the', -1.2807722091674805), (' contractors', -14.126852035522461), (' of', -4.347869396209717), (' the', -1.322217345237732), (' homeowner', -9.609768867492676), (' who', -2.6094274520874023), (' have', -4.045993328094482)]"
187,47,envy,IC,low,sg,Rebecca envies the contractors of the homeowner who has, has,-2.250420570373535,"[('Re', -7.09687614440918), ('becca', -3.739222526550293), (' env', -15.832513809204102), ('ies', -0.7461242079734802), (' the', -1.6425005197525024), (' contractors', -12.987625122070312), (' of', -4.1755852699279785), (' the', -1.3318467140197754), (' homeowner', -10.279237747192383), (' who', -1.8574085235595703), (' has', -2.250420570373535)]"
188,47,recognize,nonIC,low,sg,Rebecca recognizes the contractors of the homeowner who has, has,-2.9628844261169434,"[('Re', -7.09687614440918), ('becca', -3.739222526550293), (' recognizes', -12.15163803100586), (' the', -1.2807722091674805), (' contractors', -14.126852035522461), (' of', -4.347869396209717), (' the', -1.322217345237732), (' homeowner', -9.609768867492676), (' who', -2.6094274520874023), (' has', -2.9628844261169434)]"
189,48,value,IC,high,pl,Sebastian values the caretakers of the patient who are, are,-2.409440755844116,"[('Se', -8.325509071350098), ('bastian', -3.341139316558838), (' values', -13.452993392944336), (' the', -1.6934112310409546), (' caret', -12.581188201904297), ('akers', -1.794203758239746), (' of', -0.9747585654258728), (' the', -1.1855138540267944), (' patient', -7.52829647064209), (' who', -4.234700679779053), (' are', -2.409440755844116)]"
190,48,jog,nonIC,high,pl,Sebastian jogs with the caretakers of the patient who are, are,-4.300004482269287,"[('Se', -8.325509071350098), ('bastian', -3.341139316558838), (' j', -9.364128112792969), ('ogs', -9.29391098022461), (' with', -3.767673969268799), (' the', -2.563826084136963), (' caret', -9.89914608001709), ('akers', -1.6879342794418335), (' of', -1.464735746383667), (' the', -0.949137270450592), (' patient', -7.452436447143555), (' who', -2.736597776412964), (' are', -4.300004482269287)]"
191,48,value,IC,low,sg,Sebastian values the caretakers of the patient who is, is,-2.5463788509368896,"[('Se', -8.325509071350098), ('bastian', -3.341139316558838), (' values', -13.452993392944336), (' the', -1.6934112310409546), (' caret', -12.581188201904297), ('akers', -1.794203758239746), (' of', -0.9747585654258728), (' the', -1.1855138540267944), (' patient', -7.52829647064209), (' who', -4.234700679779053), (' is', -2.5463788509368896)]"
192,48,jog,nonIC,low,sg,Sebastian jogs with the caretakers of the patient who is, is,-1.8510069847106934,"[('Se', -8.325509071350098), ('bastian', -3.341139316558838), (' j', -9.364128112792969), ('ogs', -9.29391098022461), (' with', -3.767673969268799), (' the', -2.563826084136963), (' caret', -9.89914608001709), ('akers', -1.6879342794418335), (' of', -1.464735746383667), (' the', -0.949137270450592), (' patient', -7.452436447143555), (' who', -2.736597776412964), (' is', -1.8510069847106934)]"
193,49,fear,IC,high,pl,Emma fears the colleagues of the architect who have, have,-4.582808494567871,"[('Emma', -10.468541145324707), (' fears', -11.248455047607422), (' the', -2.570526123046875), (' colleagues', -13.135421752929688), (' of', -3.0732946395874023), (' the', -1.7946319580078125), (' architect', -7.955942153930664), (' who', -1.905387282371521), (' have', -4.582808494567871)]"
194,49,know,nonIC,high,pl,Emma knows the colleagues of the architect who have, have,-3.8038647174835205,"[('Emma', -10.468541145324707), (' knows', -9.091533660888672), (' the', -2.7117886543273926), (' colleagues', -12.944348335266113), (' of', -2.7379844188690186), (' the', -1.2924503087997437), (' architect', -8.087543487548828), (' who', -2.3190221786499023), (' have', -3.8038647174835205)]"
195,49,fear,IC,low,sg,Emma fears the colleagues of the architect who has, has,-2.4729816913604736,"[('Emma', -10.468541145324707), (' fears', -11.248455047607422), (' the', -2.570526123046875), (' colleagues', -13.135421752929688), (' of', -3.0732946395874023), (' the', -1.7946319580078125), (' architect', -7.955942153930664), (' who', -1.905387282371521), (' has', -2.4729816913604736)]"
196,49,know,nonIC,low,sg,Emma knows the colleagues of the architect who has, has,-2.3523037433624268,"[('Emma', -10.468541145324707), (' knows', -9.091533660888672), (' the', -2.7117886543273926), (' colleagues', -12.944348335266113), (' of', -2.7379844188690186), (' the', -1.2924503087997437), (' architect', -8.087543487548828), (' who', -2.3190221786499023), (' has', -2.3523037433624268)]"
197,50,notice,IC,high,pl,Ryan noticed the consultants of the entrepreneur who were, were,-3.03562593460083,"[('Ryan', -9.762491226196289), (' noticed', -11.829694747924805), (' the', -2.2083969116210938), (' consultants', -13.580005645751953), (' of', -4.319332122802734), (' the', -1.32526695728302), (' entrepreneur', -10.716512680053711), (' who', -3.6007416248321533), (' were', -3.03562593460083)]"
198,50,meet,nonIC,high,pl,Ryan met the consultants of the entrepreneur who were, were,-3.3608453273773193,"[('Ryan', -9.762491226196289), (' met', -9.66763973236084), (' the', -3.2854509353637695), (' consultants', -11.852416038513184), (' of', -3.5144333839416504), (' the', -1.9193761348724365), (' entrepreneur', -11.186833381652832), (' who', -4.47585916519165), (' were', -3.3608453273773193)]"
199,50,notice,IC,low,sg,Ryan noticed the consultants of the entrepreneur who was, was,-2.7134251594543457,"[('Ryan', -9.762491226196289), (' noticed', -11.829694747924805), (' the', -2.2083969116210938), (' consultants', -13.580005645751953), (' of', -4.319332122802734), (' the', -1.32526695728302), (' entrepreneur', -10.716512680053711), (' who', -3.6007416248321533), (' was', -2.7134251594543457)]"
200,50,meet,nonIC,low,sg,Ryan met the consultants of the entrepreneur who was, was,-2.7375733852386475,"[('Ryan', -9.762491226196289), (' met', -9.66763973236084), (' the', -3.2854509353637695), (' consultants', -11.852416038513184), (' of', -3.5144333839416504), (' the', -1.9193761348724365), (' entrepreneur', -11.186833381652832), (' who', -4.47585916519165), (' was', -2.7375733852386475)]"
201,51,praise,IC,high,sg,Amy praised the guardian of the children who was, was,-3.503113031387329,"[('Amy', -10.001325607299805), (' praised', -12.373393058776855), (' the', -2.136388063430786), (' guardian', -11.563228607177734), (' of', -1.9807491302490234), (' the', -1.0787806510925293), (' children', -4.387728691101074), (' who', -3.1052565574645996), (' was', -3.503113031387329)]"
202,51,talk,nonIC,high,sg,Amy talked to the guardian of the children who was, was,-3.5526626110076904,"[('Amy', -10.001325607299805), (' talked', -10.089425086975098), (' to', -1.3020539283752441), (' the', -2.4276981353759766), (' guardian', -9.312456130981445), (' of', -4.792794704437256), (' the', -1.326475977897644), (' children', -4.375205993652344), (' who', -3.026925802230835), (' was', -3.5526626110076904)]"
203,51,praise,IC,low,pl,Amy praised the guardian of the children who were, were,-3.284792184829712,"[('Amy', -10.001325607299805), (' praised', -12.373393058776855), (' the', -2.136388063430786), (' guardian', -11.563228607177734), (' of', -1.9807491302490234), (' the', -1.0787806510925293), (' children', -4.387728691101074), (' who', -3.1052565574645996), (' were', -3.284792184829712)]"
204,51,talk,nonIC,low,pl,Amy talked to the guardian of the children who were, were,-1.3044297695159912,"[('Amy', -10.001325607299805), (' talked', -10.089425086975098), (' to', -1.3020539283752441), (' the', -2.4276981353759766), (' guardian', -9.312456130981445), (' of', -4.792794704437256), (' the', -1.326475977897644), (' children', -4.375205993652344), (' who', -3.026925802230835), (' were', -1.3044297695159912)]"
205,52,hate,IC,high,sg,Jonathon hates the supervisor of the artisans who is, is,-5.199556350708008,"[('Jon', -9.896194458007812), ('athon', -3.6939759254455566), (' hates', -12.03436279296875), (' the', -2.428300142288208), (' supervisor', -11.856337547302246), (' of', -2.367621898651123), (' the', -0.9905325174331665), (' artisans', -12.007291793823242), (' who', -2.3018171787261963), (' is', -5.199556350708008)]"
206,52,live,nonIC,high,sg,Jonathon lives next to the supervisor of the artisans who is, is,-7.61636209487915,"[('Jon', -9.896194458007812), ('athon', -3.6939759254455566), (' lives', -8.062320709228516), (' next', -6.134987831115723), (' to', -1.6845388412475586), (' the', -1.409197449684143), (' supervisor', -11.79984188079834), (' of', -0.9087725877761841), (' the', -0.8262826800346375), (' artisans', -12.354452133178711), (' who', -2.0025312900543213), (' is', -7.61636209487915)]"
207,52,hate,IC,low,pl,Jonathon hates the supervisor of the artisans who are, are,-1.905995488166809,"[('Jon', -9.896194458007812), ('athon', -3.6939759254455566), (' hates', -12.03436279296875), (' the', -2.428300142288208), (' supervisor', -11.856337547302246), (' of', -2.367621898651123), (' the', -0.9905325174331665), (' artisans', -12.007291793823242), (' who', -2.3018171787261963), (' are', -1.905995488166809)]"
208,52,live,nonIC,low,pl,Jonathon lives next to the supervisor of the artisans who are, are,-2.8144593238830566,"[('Jon', -9.896194458007812), ('athon', -3.6939759254455566), (' lives', -8.062320709228516), (' next', -6.134987831115723), (' to', -1.6845388412475586), (' the', -1.409197449684143), (' supervisor', -11.79984188079834), (' of', -0.9087725877761841), (' the', -0.8262826800346375), (' artisans', -12.354452133178711), (' who', -2.0025312900543213), (' are', -2.8144593238830566)]"
209,53,blame,IC,high,sg,Natalie blamed the principal of the teachers who was, was,-5.942722320556641,"[('N', -6.203852653503418), ('atal', -4.683800220489502), ('ie', -0.42997342348098755), (' blamed', -15.559741973876953), (' the', -2.1425070762634277), (' principal', -9.14967155456543), (' of', -2.455125331878662), (' the', -0.8803477883338928), (' teachers', -8.619492530822754), (' who', -3.6204371452331543), (' was', -5.942722320556641)]"
210,53,resemble,nonIC,high,sg,Natalie resembled the principal of the teachers who was, was,-4.24176025390625,"[('N', -6.203852653503418), ('atal', -4.683800220489502), ('ie', -0.42997342348098755), (' resembled', -16.392578125), (' the', -1.9331107139587402), (' principal', -9.356033325195312), (' of', -1.6863845586776733), (' the', -1.4754266738891602), (' teachers', -9.281843185424805), (' who', -4.237193584442139), (' was', -4.24176025390625)]"
211,53,blame,IC,low,pl,Natalie blamed the principal of the teachers who were, were,-2.244771718978882,"[('N', -6.203852653503418), ('atal', -4.683800220489502), ('ie', -0.42997342348098755), (' blamed', -15.559741973876953), (' the', -2.1425070762634277), (' principal', -9.14967155456543), (' of', -2.455125331878662), (' the', -0.8803477883338928), (' teachers', -8.619492530822754), (' who', -3.6204371452331543), (' were', -2.244771718978882)]"
212,53,resemble,nonIC,low,pl,Natalie resembled the principal of the teachers who were, were,-2.3496782779693604,"[('N', -6.203852653503418), ('atal', -4.683800220489502), ('ie', -0.42997342348098755), (' resembled', -16.392578125), (' the', -1.9331107139587402), (' principal', -9.356033325195312), (' of', -1.6863845586776733), (' the', -1.4754266738891602), (' teachers', -9.281843185424805), (' who', -4.237193584442139), (' were', -2.3496782779693604)]"
213,54,help,IC,high,sg,Alex helped the counselor of the highschoolers who was, was,-3.0695884227752686,"[('Alex', -9.158098220825195), (' helped', -10.198930740356445), (' the', -3.9721927642822266), (' counselor', -10.965561866760254), (' of', -5.858996391296387), (' the', -0.9781907200813293), (' high', -4.6747145652771), ('school', -4.74110221862793), ('ers', -9.459832191467285), (' who', -3.774847984313965), (' was', -3.0695884227752686)]"
