sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
104,26,chat,nonIC,nonexp,James chatted with the analyst who was willing to take on the extra work,"James chatted with the analyst who was willing to take on the extra work, and", and,-2.33162784576416,"[(' ch', -9.270950317382812), ('atted', -1.4364465475082397), (' with', -0.6137368083000183), (' the', -2.7538652420043945), (' analyst', -7.592464923858643), (' who', -3.0735316276550293), (' was', -2.7597219944000244), (' willing', -6.8782477378845215), (' to', -0.008650568313896656), (' take', -3.29012131690979), (' on', -1.6400328874588013), (' the', -1.0075757503509521), (' extra', -7.80678129196167), (' work', -3.5097427368164062), (',', -2.104300022125244), (' and', -2.33162784576416)]"
105,27,envy,IC,exp,Zoey envies the representative who is well-known by the locals,"Zoey envies the representative who is well-known by the locals, because", because,-5.053958415985107,"[('oe', -8.600797653198242), ('y', -3.2372565269470215), (' env', -12.4967041015625), ('ies', -2.266749143600464), (' the', -1.4420346021652222), (' representative', -10.684213638305664), (' who', -3.0457897186279297), (' is', -2.634035587310791), (' well', -7.148743629455566), ('-', -1.1364185810089111), ('known', -1.3953380584716797), (' by', -5.0076704025268555), (' the', -1.31292724609375), (' locals', -5.413721561431885), (',', -1.8325519561767578), (' because', -5.053958415985107)]"
106,27,resemble,nonIC,exp,Zoey resembles the representative who is well-known by the locals,"Zoey resembles the representative who is well-known by the locals, because", because,-5.526096343994141,"[('oe', -8.600797653198242), ('y', -3.2372565269470215), (' resembles', -12.691352844238281), (' the', -1.7346705198287964), (' representative', -9.771154403686523), (' who', -4.430314064025879), (' is', -3.3156630992889404), (' well', -7.4948554039001465), ('-', -1.2074408531188965), ('known', -0.7708735466003418), (' by', -4.390152454376221), (' the', -1.336672067642212), (' locals', -5.535910606384277), (',', -1.616334319114685), (' because', -5.526096343994141)]"
107,27,envy,IC,nonexp,Zoey envies the representative who is well-known by the locals,"Zoey envies the representative who is well-known by the locals, and", and,-1.770206093788147,"[('oe', -8.600797653198242), ('y', -3.2372565269470215), (' env', -12.4967041015625), ('ies', -2.266749143600464), (' the', -1.4420346021652222), (' representative', -10.684213638305664), (' who', -3.0457897186279297), (' is', -2.634035587310791), (' well', -7.148743629455566), ('-', -1.1364185810089111), ('known', -1.3953380584716797), (' by', -5.0076704025268555), (' the', -1.31292724609375), (' locals', -5.413721561431885), (',', -1.8325519561767578), (' and', -1.770206093788147)]"
108,27,resemble,nonIC,nonexp,Zoey resembles the representative who is well-known by the locals,"Zoey resembles the representative who is well-known by the locals, and", and,-1.8413355350494385,"[('oe', -8.600797653198242), ('y', -3.2372565269470215), (' resembles', -12.691352844238281), (' the', -1.7346705198287964), (' representative', -9.771154403686523), (' who', -4.430314064025879), (' is', -3.3156630992889404), (' well', -7.4948554039001465), ('-', -1.2074408531188965), ('known', -0.7708735466003418), (' by', -4.390152454376221), (' the', -1.336672067642212), (' locals', -5.535910606384277), (',', -1.616334319114685), (' and', -1.8413355350494385)]"
109,28,value,IC,exp,Stephen values the accountant who is diligent and hard-working,"Stephen values the accountant who is diligent and hard-working, because", because,-5.23784065246582,"[(' values', -10.984452247619629), (' the', -1.5612109899520874), (' accountant', -12.852917671203613), (' who', -3.3305931091308594), (' is', -2.895716428756714), (' diligent', -7.377548694610596), (' and', -1.4936702251434326), (' hard', -3.6914539337158203), ('-', -1.517613410949707), ('working', -0.03930801525712013), (',', -1.5764600038528442), (' because', -5.23784065246582)]"
110,28,meet,nonIC,exp,Stephen met the accountant who is diligent and hard-working,"Stephen met the accountant who is diligent and hard-working, because", because,-5.778432846069336,"[(' met', -9.58067798614502), (' the', -2.7336487770080566), (' accountant', -10.413850784301758), (' who', -2.4392576217651367), (' is', -4.477757453918457), (' diligent', -13.29346752166748), (' and', -2.0397329330444336), (' hard', -3.8476040363311768), ('-', -1.9067292213439941), ('working', -0.03547566011548042), (',', -1.6302616596221924), (' because', -5.778432846069336)]"
111,28,value,IC,nonexp,Stephen values the accountant who is diligent and hard-working,"Stephen values the accountant who is diligent and hard-working, and", and,-1.2708531618118286,"[(' values', -10.984452247619629), (' the', -1.5612109899520874), (' accountant', -12.852917671203613), (' who', -3.3305931091308594), (' is', -2.895716428756714), (' diligent', -7.377548694610596), (' and', -1.4936702251434326), (' hard', -3.6914539337158203), ('-', -1.517613410949707), ('working', -0.03930801525712013), (',', -1.5764600038528442), (' and', -1.2708531618118286)]"
112,28,meet,nonIC,nonexp,Stephen met the accountant who is diligent and hard-working,"Stephen met the accountant who is diligent and hard-working, and", and,-1.3688029050827026,"[(' met', -9.58067798614502), (' the', -2.7336487770080566), (' accountant', -10.413850784301758), (' who', -2.4392576217651367), (' is', -4.477757453918457), (' diligent', -13.29346752166748), (' and', -2.0397329330444336), (' hard', -3.8476040363311768), ('-', -1.9067292213439941), ('working', -0.03547566011548042), (',', -1.6302616596221924), (' and', -1.3688029050827026)]"
113,29,fear,IC,exp,Liz fears the lawyer who is stern and humorless,"Liz fears the lawyer who is stern and humorless, because", because,-6.364109992980957,"[('iz', -8.171367645263672), (' fears', -12.092403411865234), (' the', -1.7444318532943726), (' lawyer', -10.6597900390625), (' who', -2.520904064178467), (' is', -3.0066773891448975), (' stern', -13.289695739746094), (' and', -3.3643689155578613), (' humor', -10.735026359558105), ('less', -0.5776620507240295), (',', -2.8006491661071777), (' because', -6.364109992980957)]"
114,29,recognize,nonIC,exp,Liz recognizes the lawyer who is stern and humorless,"Liz recognizes the lawyer who is stern and humorless, because", because,-5.385201930999756,"[('iz', -8.171367645263672), (' recognizes', -12.978031158447266), (' the', -1.6498311758041382), (' lawyer', -10.528606414794922), (' who', -2.279844045639038), (' is', -2.499267816543579), (' stern', -12.611188888549805), (' and', -1.7456145286560059), (' humor', -9.176946640014648), ('less', -1.0694715976715088), (',', -1.440391182899475), (' because', -5.385201930999756)]"
115,29,fear,IC,nonexp,Liz fears the lawyer who is stern and humorless,"Liz fears the lawyer who is stern and humorless, and", and,-3.077054262161255,"[('iz', -8.171367645263672), (' fears', -12.092403411865234), (' the', -1.7444318532943726), (' lawyer', -10.6597900390625), (' who', -2.520904064178467), (' is', -3.0066773891448975), (' stern', -13.289695739746094), (' and', -3.3643689155578613), (' humor', -10.735026359558105), ('less', -0.5776620507240295), (',', -2.8006491661071777), (' and', -3.077054262161255)]"
116,29,recognize,nonIC,nonexp,Liz recognizes the lawyer who is stern and humorless,"Liz recognizes the lawyer who is stern and humorless, and", and,-1.7016843557357788,"[('iz', -8.171367645263672), (' recognizes', -12.978031158447266), (' the', -1.6498311758041382), (' lawyer', -10.528606414794922), (' who', -2.279844045639038), (' is', -2.499267816543579), (' stern', -12.611188888549805), (' and', -1.7456145286560059), (' humor', -9.176946640014648), ('less', -1.0694715976715088), (',', -1.440391182899475), (' and', -1.7016843557357788)]"
117,30,notice,IC,exp,Jan noticed the son who was unusually quiet and soft-spoken,"Jan noticed the son who was unusually quiet and soft-spoken, because", because,-6.347882270812988,"[(' noticed', -11.734992980957031), (' the', -2.4638113975524902), (' son', -9.096589088439941), (' who', -4.796603679656982), (' was', -1.2405966520309448), (' unusually', -9.370302200317383), (' quiet', -2.478912115097046), (' and', -1.8336323499679565), (' soft', -5.912067890167236), ('-', -1.6897870302200317), ('spoken', -0.017450954765081406), (',', -1.5411103963851929), (' because', -6.347882270812988)]"
118,30,jog,nonIC,exp,Jan jogged with the son who was unusually quiet and soft-spoken,"Jan jogged with the son who was unusually quiet and soft-spoken, because", because,-6.294433116912842,"[(' j', -9.293449401855469), ('ogged', -8.911514282226562), (' with', -5.025869369506836), (' the', -2.4591898918151855), (' son', -7.563467979431152), (' who', -4.224269866943359), (' was', -1.204345941543579), (' unusually', -11.060147285461426), (' quiet', -2.2826108932495117), (' and', -1.5555925369262695), (' soft', -5.967123985290527), ('-', -1.2661757469177246), ('spoken', -0.020886708050966263), (',', -1.4182853698730469), (' because', -6.294433116912842)]"
119,30,notice,IC,nonexp,Jan noticed the son who was unusually quiet and soft-spoken,"Jan noticed the son who was unusually quiet and soft-spoken, and", and,-1.908756971359253,"[(' noticed', -11.734992980957031), (' the', -2.4638113975524902), (' son', -9.096589088439941), (' who', -4.796603679656982), (' was', -1.2405966520309448), (' unusually', -9.370302200317383), (' quiet', -2.478912115097046), (' and', -1.8336323499679565), (' soft', -5.912067890167236), ('-', -1.6897870302200317), ('spoken', -0.017450954765081406), (',', -1.5411103963851929), (' and', -1.908756971359253)]"
120,30,jog,nonIC,nonexp,Jan jogged with the son who was unusually quiet and soft-spoken,"Jan jogged with the son who was unusually quiet and soft-spoken, and", and,-1.9859768152236938,"[(' j', -9.293449401855469), ('ogged', -8.911514282226562), (' with', -5.025869369506836), (' the', -2.4591898918151855), (' son', -7.563467979431152), (' who', -4.224269866943359), (' was', -1.204345941543579), (' unusually', -11.060147285461426), (' quiet', -2.2826108932495117), (' and', -1.5555925369262695), (' soft', -5.967123985290527), ('-', -1.2661757469177246), ('spoken', -0.020886708050966263), (',', -1.4182853698730469), (' and', -1.9859768152236938)]"
121,31,praise,IC,exp,Luke praised the tenants who were always nice and friendly to others,"Luke praised the tenants who were always nice and friendly to others, because", because,-5.431718349456787,"[(' praised', -11.549402236938477), (' the', -1.1592813730239868), (' tenants', -10.14190673828125), (' who', -2.5168213844299316), (' were', -2.651754379272461), (' always', -7.79974365234375), (' nice', -5.979619026184082), (' and', -1.0246201753616333), (' friendly', -4.236789703369141), (' to', -2.823545217514038), (' others', -5.494501113891602), (',', -1.3489763736724854), (' because', -5.431718349456787)]"
122,31,carpool,nonIC,exp,Luke carpooled with the tenants who were always nice and friendly to others,"Luke carpooled with the tenants who were always nice and friendly to others, because", because,-5.351570129394531,"[(' car', -9.310983657836914), ('pool', -5.160962104797363), ('ed', -1.3269658088684082), (' with', -1.7148982286453247), (' the', -2.8752331733703613), (' tenants', -8.453511238098145), (' who', -3.815521478652954), (' were', -1.7923864126205444), (' always', -7.721567153930664), (' nice', -6.00062370300293), (' and', -1.1643915176391602), (' friendly', -3.3337459564208984), (' to', -2.9242396354675293), (' others', -6.27837610244751), (',', -1.5697627067565918), (' because', -5.351570129394531)]"
123,31,praise,IC,nonexp,Luke praised the tenants who were always nice and friendly to others,"Luke praised the tenants who were always nice and friendly to others, and", and,-1.4381879568099976,"[(' praised', -11.549402236938477), (' the', -1.1592813730239868), (' tenants', -10.14190673828125), (' who', -2.5168213844299316), (' were', -2.651754379272461), (' always', -7.79974365234375), (' nice', -5.979619026184082), (' and', -1.0246201753616333), (' friendly', -4.236789703369141), (' to', -2.823545217514038), (' others', -5.494501113891602), (',', -1.3489763736724854), (' and', -1.4381879568099976)]"
124,31,carpool,nonIC,nonexp,Luke carpooled with the tenants who were always nice and friendly to others,"Luke carpooled with the tenants who were always nice and friendly to others, and", and,-1.5164868831634521,"[(' car', -9.310983657836914), ('pool', -5.160962104797363), ('ed', -1.3269658088684082), (' with', -1.7148982286453247), (' the', -2.8752331733703613), (' tenants', -8.453511238098145), (' who', -3.815521478652954), (' were', -1.7923864126205444), (' always', -7.721567153930664), (' nice', -6.00062370300293), (' and', -1.1643915176391602), (' friendly', -3.3337459564208984), (' to', -2.9242396354675293), (' others', -6.27837610244751), (',', -1.5697627067565918), (' and', -1.5164868831634521)]"
125,32,hate,IC,exp,Karen hates the followers who are pretentious and ego-centric,"Karen hates the followers who are pretentious and ego-centric, because", because,-4.447268962860107,"[('aren', -9.217145919799805), (' hates', -12.153312683105469), (' the', -2.187817335128784), (' followers', -10.656564712524414), (' who', -2.81298828125), (' are', -2.7818942070007324), (' pret', -11.307818412780762), ('entious', -0.30872029066085815), (' and', -1.0722739696502686), (' ego', -8.180511474609375), ('-', -1.0588479042053223), ('centric', -3.701622724533081), (',', -1.524188756942749), (' because', -4.447268962860107)]"
126,32,know,nonIC,exp,Karen knows the followers who are pretentious and ego-centric,"Karen knows the followers who are pretentious and ego-centric, because", because,-5.069779872894287,"[('aren', -9.217145919799805), (' knows', -9.05718994140625), (' the', -2.435415029525757), (' followers', -11.891874313354492), (' who', -3.7221150398254395), (' are', -2.3763606548309326), (' pret', -13.363204956054688), ('entious', -0.5274850726127625), (' and', -1.2043495178222656), (' ego', -8.18117904663086), ('-', -1.0053534507751465), ('centric', -3.8954434394836426), (',', -1.3926303386688232), (' because', -5.069779872894287)]"
127,32,hate,IC,nonexp,Karen hates the followers who are pretentious and ego-centric,"Karen hates the followers who are pretentious and ego-centric, and", and,-1.3419071435928345,"[('aren', -9.217145919799805), (' hates', -12.153312683105469), (' the', -2.187817335128784), (' followers', -10.656564712524414), (' who', -2.81298828125), (' are', -2.7818942070007324), (' pret', -11.307818412780762), ('entious', -0.30872029066085815), (' and', -1.0722739696502686), (' ego', -8.180511474609375), ('-', -1.0588479042053223), ('centric', -3.701622724533081), (',', -1.524188756942749), (' and', -1.3419071435928345)]"
128,32,know,nonIC,nonexp,Karen knows the followers who are pretentious and ego-centric,"Karen knows the followers who are pretentious and ego-centric, and", and,-1.3539366722106934,"[('aren', -9.217145919799805), (' knows', -9.05718994140625), (' the', -2.435415029525757), (' followers', -11.891874313354492), (' who', -3.7221150398254395), (' are', -2.3763606548309326), (' pret', -13.363204956054688), ('entious', -0.5274850726127625), (' and', -1.2043495178222656), (' ego', -8.18117904663086), ('-', -1.0053534507751465), ('centric', -3.8954434394836426), (',', -1.3926303386688232), (' and', -1.3539366722106934)]"
129,33,blame,IC,exp,Jack blamed the trainees who were running late,"Jack blamed the trainees who were running late, because", because,-4.188373565673828,"[(' blamed', -11.438056945800781), (' the', -1.1911983489990234), (' train', -8.537912368774414), ('ees', -7.112721920013428), (' who', -3.3291821479797363), (' were', -2.060681104660034), (' running', -5.942804336547852), (' late', -4.6323418617248535), (',', -2.6701173782348633), (' because', -4.188373565673828)]"
130,33,gossip,nonIC,exp,Jack gossiped with the trainees who were running late,"Jack gossiped with the trainees who were running late, because", because,-5.47625207901001,"[(' gossip', -13.799156188964844), ('ed', -2.0156872272491455), (' with', -3.598869800567627), (' the', -2.3899309635162354), (' train', -8.802162170410156), ('ees', -3.1569342613220215), (' who', -4.455984115600586), (' were', -1.6675962209701538), (' running', -5.500753402709961), (' late', -5.031362056732178), (',', -1.859346628189087), (' because', -5.47625207901001)]"
131,33,blame,IC,nonexp,Jack blamed the trainees who were running late,"Jack blamed the trainees who were running late, and", and,-2.0849039554595947,"[(' blamed', -11.438056945800781), (' the', -1.1911983489990234), (' train', -8.537912368774414), ('ees', -7.112721920013428), (' who', -3.3291821479797363), (' were', -2.060681104660034), (' running', -5.942804336547852), (' late', -4.6323418617248535), (',', -2.6701173782348633), (' and', -2.0849039554595947)]"
132,33,gossip,nonIC,nonexp,Jack gossiped with the trainees who were running late,"Jack gossiped with the trainees who were running late, and", and,-1.6031595468521118,"[(' gossip', -13.799156188964844), ('ed', -2.0156872272491455), (' with', -3.598869800567627), (' the', -2.3899309635162354), (' train', -8.802162170410156), ('ees', -3.1569342613220215), (' who', -4.455984115600586), (' were', -1.6675962209701538), (' running', -5.500753402709961), (' late', -5.031362056732178), (',', -1.859346628189087), (' and', -1.6031595468521118)]"
133,34,help,IC,exp,Sophia helped the students who were struggling with the class,"Sophia helped the students who were struggling with the class, because", because,-5.116903305053711,"[('oph', -9.721209526062012), ('ia', -1.3065418004989624), (' helped', -8.875061988830566), (' the', -3.027733564376831), (' students', -4.9575371742248535), (' who', -4.8418731689453125), (' were', -1.4727109670639038), (' struggling', -4.0159912109375), (' with', -1.0902690887451172), (' the', -2.3059773445129395), (' class', -5.233366012573242), (',', -3.0467119216918945), (' because', -5.116903305053711)]"
134,34,wait,nonIC,exp,Sophia waited with the students who were struggling with the class,"Sophia waited with the students who were struggling with the class, because", because,-5.6433210372924805,"[('oph', -9.721209526062012), ('ia', -1.3065418004989624), (' waited', -10.325043678283691), (' with', -3.932191848754883), (' the', -3.1494665145874023), (' students', -7.955173015594482), (' who', -4.305059432983398), (' were', -1.3420989513397217), (' struggling', -6.243956565856934), (' with', -1.5794100761413574), (' the', -1.7690420150756836), (' class', -5.017906188964844), (',', -2.389641284942627), (' because', -5.6433210372924805)]"
135,34,help,IC,nonexp,Sophia helped the students who were struggling with the class,"Sophia helped the students who were struggling with the class, and", and,-1.9147701263427734,"[('oph', -9.721209526062012), ('ia', -1.3065418004989624), (' helped', -8.875061988830566), (' the', -3.027733564376831), (' students', -4.9575371742248535), (' who', -4.8418731689453125), (' were', -1.4727109670639038), (' struggling', -4.0159912109375), (' with', -1.0902690887451172), (' the', -2.3059773445129395), (' class', -5.233366012573242), (',', -3.0467119216918945), (' and', -1.9147701263427734)]"
136,34,wait,nonIC,nonexp,Sophia waited with the students who were struggling with the class,"Sophia waited with the students who were struggling with the class, and", and,-2.1336851119995117,"[('oph', -9.721209526062012), ('ia', -1.3065418004989624), (' waited', -10.325043678283691), (' with', -3.932191848754883), (' the', -3.1494665145874023), (' students', -7.955173015594482), (' who', -4.305059432983398), (' were', -1.3420989513397217), (' struggling', -6.243956565856934), (' with', -1.5794100761413574), (' the', -1.7690420150756836), (' class', -5.017906188964844), (',', -2.389641284942627), (' and', -2.1336851119995117)]"
137,35,reproach,IC,exp,Noah reproached the assistants who were reluctant to take responsibility,"Noah reproached the assistants who were reluctant to take responsibility, because", because,-3.9007084369659424,"[('ah', -8.158491134643555), (' repro', -14.440511703491211), ('ached', -0.5438622832298279), (' the', -1.893298625946045), (' assistants', -11.171791076660156), (' who', -2.8089489936828613), (' were', -1.7002346515655518), (' reluctant', -7.2208757400512695), (' to', -0.11572957783937454), (' take', -3.384659767150879), (' responsibility', -4.798622131347656), (',', -2.9558768272399902), (' because', -3.9007084369659424)]"
138,35,visit,nonIC,exp,Noah visited the assistants who were reluctant to take responsibility,"Noah visited the assistants who were reluctant to take responsibility, because", because,-4.210129261016846,"[('ah', -8.158491134643555), (' visited', -9.251119613647461), (' the', -1.319740891456604), (' assistants', -13.575119972229004), (' who', -3.3785414695739746), (' were', -1.4794716835021973), (' reluctant', -8.392805099487305), (' to', -0.06792871654033661), (' take', -3.414032459259033), (' responsibility', -5.196442127227783), (',', -3.071420669555664), (' because', -4.210129261016846)]"
139,35,reproach,IC,nonexp,Noah reproached the assistants who were reluctant to take responsibility,"Noah reproached the assistants who were reluctant to take responsibility, and", and,-2.0851566791534424,"[('ah', -8.158491134643555), (' repro', -14.440511703491211), ('ached', -0.5438622832298279), (' the', -1.893298625946045), (' assistants', -11.171791076660156), (' who', -2.8089489936828613), (' were', -1.7002346515655518), (' reluctant', -7.2208757400512695), (' to', -0.11572957783937454), (' take', -3.384659767150879), (' responsibility', -4.798622131347656), (',', -2.9558768272399902), (' and', -2.0851566791534424)]"
140,35,visit,nonIC,nonexp,Noah visited the assistants who were reluctant to take responsibility,"Noah visited the assistants who were reluctant to take responsibility, and", and,-1.7188420295715332,"[('ah', -8.158491134643555), (' visited', -9.251119613647461), (' the', -1.319740891456604), (' assistants', -13.575119972229004), (' who', -3.3785414695739746), (' were', -1.4794716835021973), (' reluctant', -8.392805099487305), (' to', -0.06792871654033661), (' take', -3.414032459259033), (' responsibility', -5.196442127227783), (',', -3.071420669555664), (' and', -1.7188420295715332)]"
141,36,pacify,IC,exp,Charlotte pacified the patients who were anxiously waiting for the treatments,"Charlotte pacified the patients who were anxiously waiting for the treatments, because", because,-5.950224876403809,"[('otte', -6.406257152557373), (' pac', -12.785204887390137), ('ified', -1.3091152906417847), (' the', -1.787261724472046), (' patients', -7.4993791580200195), (' who', -2.932241678237915), (' were', -1.3812469244003296), (' anx', -9.080669403076172), ('iously', -0.0020199865102767944), (' waiting', -0.9696710109710693), (' for', -0.5588990449905396), (' the', -1.826396107673645), (' treatments', -7.731055736541748), (',', -2.1435275077819824), (' because', -5.950224876403809)]"
142,36,greet,nonIC,exp,Charlotte greeted the patients who were anxiously waiting for the treatments,"Charlotte greeted the patients who were anxiously waiting for the treatments, because", because,-6.519327640533447,"[('otte', -6.406257152557373), (' greeted', -11.702296257019043), (' the', -1.7683972120285034), (' patients', -9.200155258178711), (' who', -3.68078875541687), (' were', -1.7434265613555908), (' anx', -8.849416732788086), ('iously', -0.0003412379592191428), (' waiting', -0.8909375071525574), (' for', -0.7479103207588196), (' the', -1.8941863775253296), (' treatments', -7.457167625427246), (',', -2.165107250213623), (' because', -6.519327640533447)]"
143,36,pacify,IC,nonexp,Charlotte pacified the patients who were anxiously waiting for the treatments,"Charlotte pacified the patients who were anxiously waiting for the treatments, and", and,-1.7131339311599731,"[('otte', -6.406257152557373), (' pac', -12.785204887390137), ('ified', -1.3091152906417847), (' the', -1.787261724472046), (' patients', -7.4993791580200195), (' who', -2.932241678237915), (' were', -1.3812469244003296), (' anx', -9.080669403076172), ('iously', -0.0020199865102767944), (' waiting', -0.9696710109710693), (' for', -0.5588990449905396), (' the', -1.826396107673645), (' treatments', -7.731055736541748), (',', -2.1435275077819824), (' and', -1.7131339311599731)]"
144,36,greet,nonIC,nonexp,Charlotte greeted the patients who were anxiously waiting for the treatments,"Charlotte greeted the patients who were anxiously waiting for the treatments, and", and,-1.823198914527893,"[('otte', -6.406257152557373), (' greeted', -11.702296257019043), (' the', -1.7683972120285034), (' patients', -9.200155258178711), (' who', -3.68078875541687), (' were', -1.7434265613555908), (' anx', -8.849416732788086), ('iously', -0.0003412379592191428), (' waiting', -0.8909375071525574), (' for', -0.7479103207588196), (' the', -1.8941863775253296), (' treatments', -7.457167625427246), (',', -2.165107250213623), (' and', -1.823198914527893)]"
145,37,detest,IC,exp,Evelyn detests the supporters who have unrealistic requests,"Evelyn detests the supporters who have unrealistic requests, because", because,-4.680301666259766,"[('ve', -8.337542533874512), ('lyn', -3.216362237930298), (' det', -13.117044448852539), ('ests', -2.1632399559020996), (' the', -1.4632734060287476), (' supporters', -10.512897491455078), (' who', -1.9417767524719238), (' have', -2.4595870971679688), (' unrealistic', -13.632148742675781), (' requests', -10.005412101745605), (',', -2.8150177001953125), (' because', -4.680301666259766)]"
146,37,work,nonIC,exp,Evelyn works with the supporters who have unrealistic requests,"Evelyn works with the supporters who have unrealistic requests, because", because,-4.769641399383545,"[('ve', -8.337542533874512), ('lyn', -3.216362237930298), (' works', -9.808656692504883), (' with', -1.9067602157592773), (' the', -2.0342392921447754), (' supporters', -10.264005661010742), (' who', -4.0376386642456055), (' have', -2.0991547107696533), (' unrealistic', -14.565577507019043), (' requests', -8.683944702148438), (',', -2.702042818069458), (' because', -4.769641399383545)]"
147,37,detest,IC,nonexp,Evelyn detests the supporters who have unrealistic requests,"Evelyn detests the supporters who have unrealistic requests, and", and,-1.8321187496185303,"[('ve', -8.337542533874512), ('lyn', -3.216362237930298), (' det', -13.117044448852539), ('ests', -2.1632399559020996), (' the', -1.4632734060287476), (' supporters', -10.512897491455078), (' who', -1.9417767524719238), (' have', -2.4595870971679688), (' unrealistic', -13.632148742675781), (' requests', -10.005412101745605), (',', -2.8150177001953125), (' and', -1.8321187496185303)]"
148,37,work,nonIC,nonexp,Evelyn works with the supporters who have unrealistic requests,"Evelyn works with the supporters who have unrealistic requests, and", and,-1.68745756149292,"[('ve', -8.337542533874512), ('lyn', -3.216362237930298), (' works', -9.808656692504883), (' with', -1.9067602157592773), (' the', -2.0342392921447754), (' supporters', -10.264005661010742), (' who', -4.0376386642456055), (' have', -2.0991547107696533), (' unrealistic', -14.565577507019043), (' requests', -8.683944702148438), (',', -2.702042818069458), (' and', -1.68745756149292)]"
149,38,comfort,IC,exp,Ken comforted the children who were anxious about the test result,"Ken comforted the children who were anxious about the test result, because", because,-5.072312831878662,"[(' comfort', -11.987083435058594), ('ed', -0.28431832790374756), (' the', -2.1324610710144043), (' children', -4.248566627502441), (' who', -3.6075491905212402), (' were', -1.265100121498108), (' anxious', -7.8977179527282715), (' about', -1.580531120300293), (' the', -1.6863213777542114), (' test', -8.433171272277832), (' result', -3.5858469009399414), (',', -1.4676053524017334), (' because', -5.072312831878662)]"
150,38,babysit,nonIC,exp,Ken babysat the children who were anxious about the test result,"Ken babysat the children who were anxious about the test result, because", because,-4.550806045532227,"[(' babys', -13.903682708740234), ('at', -1.6020116806030273), (' the', -2.5352182388305664), (' children', -2.945809841156006), (' who', -4.7738189697265625), (' were', -1.2745325565338135), (' anxious', -9.40117073059082), (' about', -1.5952094793319702), (' the', -2.067777395248413), (' test', -8.307450294494629), (' result', -4.255821228027344), (',', -1.7022991180419922), (' because', -4.550806045532227)]"
151,38,comfort,IC,nonexp,Ken comforted the children who were anxious about the test result,"Ken comforted the children who were anxious about the test result, and", and,-1.9625028371810913,"[(' comfort', -11.987083435058594), ('ed', -0.28431832790374756), (' the', -2.1324610710144043), (' children', -4.248566627502441), (' who', -3.6075491905212402), (' were', -1.265100121498108), (' anxious', -7.8977179527282715), (' about', -1.580531120300293), (' the', -1.6863213777542114), (' test', -8.433171272277832), (' result', -3.5858469009399414), (',', -1.4676053524017334), (' and', -1.9625028371810913)]"
152,38,babysit,nonIC,nonexp,Ken babysat the children who were anxious about the test result,"Ken babysat the children who were anxious about the test result, and", and,-1.5338228940963745,"[(' babys', -13.903682708740234), ('at', -1.6020116806030273), (' the', -2.5352182388305664), (' children', -2.945809841156006), (' who', -4.7738189697265625), (' were', -1.2745325565338135), (' anxious', -9.40117073059082), (' about', -1.5952094793319702), (' the', -2.067777395248413), (' test', -8.307450294494629), (' result', -4.255821228027344), (',', -1.7022991180419922), (' and', -1.5338228940963745)]"
153,39,congratulate,IC,exp,Henry congratulated the architects who were winning the best design award,"Henry congratulated the architects who were winning the best design award, because", because,-5.81072473526001,"[(' congratulated', -12.893799781799316), (' the', -2.202580690383911), (' architects', -9.34965705871582), (' who', -3.371460437774658), (' were', -3.012028694152832), (' winning', -6.31842565536499), (' the', -0.9429075121879578), (' best', -5.3892316818237305), (' design', -2.062183380126953), (' award', -1.0510987043380737), (',', -2.334381103515625), (' because', -5.81072473526001)]"
154,39,count,nonIC,exp,Henry counted the architects who were winning the best design award,"Henry counted the architects who were winning the best design award, because", because,-6.029878616333008,"[(' counted', -11.592427253723145), (' the', -2.126506805419922), (' architects', -11.222908020019531), (' who', -3.1852450370788574), (' were', -3.099565029144287), (' winning', -7.3448405265808105), (' the', -1.4646447896957397), (' best', -5.183504104614258), (' design', -2.962130546569824), (' award', -2.3621485233306885), (',', -2.2269253730773926), (' because', -6.029878616333008)]"
155,39,congratulate,IC,nonexp,Henry congratulated the architects who were winning the best design award,"Henry congratulated the architects who were winning the best design award, and", and,-1.7735010385513306,"[(' congratulated', -12.893799781799316), (' the', -2.202580690383911), (' architects', -9.34965705871582), (' who', -3.371460437774658), (' were', -3.012028694152832), (' winning', -6.31842565536499), (' the', -0.9429075121879578), (' best', -5.3892316818237305), (' design', -2.062183380126953), (' award', -1.0510987043380737), (',', -2.334381103515625), (' and', -1.7735010385513306)]"
156,39,count,nonIC,nonexp,Henry counted the architects who were winning the best design award,"Henry counted the architects who were winning the best design award, and", and,-1.6767823696136475,"[(' counted', -11.592427253723145), (' the', -2.126506805419922), (' architects', -11.222908020019531), (' who', -3.1852450370788574), (' were', -3.099565029144287), (' winning', -7.3448405265808105), (' the', -1.4646447896957397), (' best', -5.183504104614258), (' design', -2.962130546569824), (' award', -2.3621485233306885), (',', -2.2269253730773926), (' and', -1.6767823696136475)]"
157,40,mock,IC,exp,Olivia mocked the apprentices who were reckless in making decisions,"Olivia mocked the apprentices who were reckless in making decisions, because", because,-5.505244255065918,"[('liv', -11.01876449584961), ('ia', -0.45822077989578247), (' mocked', -12.892520904541016), (' the', -1.4564698934555054), (' apprentices', -13.410725593566895), (' who', -2.6429390907287598), (' were', -2.1183547973632812), (' reckless', -11.53725814819336), (' in', -2.2487030029296875), (' making', -4.130402565002441), (' decisions', -4.126399040222168), (',', -1.860073447227478), (' because', -5.505244255065918)]"
